,x,y,z,magnitude,magnitude,magnitude
,mean,mean,mean,mean,std,max
time,,,,,,
2026-04-08 14:53:20,-0.03458597387793427,-0.014772959154929578,0.2500562645399061,0.7647128853565419,0.6476537559533047,4.242560144363118
