,x,y,z,magnitude,magnitude,magnitude
,mean,mean,mean,mean,std,max
time,,,,,,
2026-04-08 14:53:20,-2.799945817347418,0.2675323741596244,9.6013895044554,10.1152440033672,0.93902821388523,14.706964639804932
