,x,y,z,magnitude,magnitude,magnitude
,mean,mean,mean,mean,std,max
time,,,,,,
2026-04-08 14:53:20,0.009025694904545453,0.0037816889681818186,0.0047162160909090915,0.07542166068573768,0.26846297776774986,3.8540740985371307
