time,qx,qy,qz,qw,roll,pitch,yaw
2026-04-08 14:53:20,0.0787056748685446,0.11934475489201878,-0.4516168658732394,0.8752707590046949,0.2854782067934272,-0.029448471793427227,0.9558344614319249
