Activity,time,seconds_elapsed,z,y,x
Driving,1.77566E+18,165.4361572,0.023968451,-0.021837922,0.091080114
Driving,1.77566E+18,167.4478972,-0.005326322,-0.021837922,-0.074035883
Driving,1.77566E+18,169.4604976,-0.020240024,0,-0.084688522
Driving,1.77566E+18,171.4729626,0.013848438,-0.021837922,0.02609898
Driving,1.77566E+18,173.4849209,0.008522116,-0.08362326,0.033555832
Driving,1.77566E+18,175.4969099,0.00479369,-0.081492729,0.002130529
Driving,1.77566E+18,177.5089905,-0.000532632,0.010652645,-0.007456851
Driving,1.77566E+18,179.5211931,-0.00958738,-0.010120012,-0.065513767
Driving,1.77566E+18,181.5333652,0.160322294,-0.016511599,0.044208474
Driving,1.77566E+18,183.5455371,0.037284255,-0.025033714,-0.039947417
Driving,1.77566E+18,185.5577397,-0.002663161,0.125701204,0.015978966
Driving,1.77566E+18,187.5700947,-0.002130529,-0.033023197,-0.012250541
Driving,1.77566E+18,189.5823584,0.013315806,0.062850602,-0.023435818
Driving,1.77566E+18,191.5947439,0.00479369,0.015978966,-0.006924219
Driving,1.77566E+18,193.6070381,0.002663161,0.010120012,-0.007456851
Driving,1.77566E+18,195.6191797,-0.000532632,0.011185277,-0.00479369
Driving,1.77566E+18,197.6314922,0.001065264,0.004261058,-0.002663161
Driving,1.77566E+18,199.643542,-0.001597897,0.00958738,0.005858955
Driving,1.77566E+18,201.6560361,0.033023197,0.013848438,0.021305289
Driving,1.77566E+18,203.6685452,0.177366525,-0.01917476,-0.09054748
Driving,1.77566E+18,205.6810845,0.121972777,0.013848438,-0.035686359
Driving,1.77566E+18,207.6933762,0.011717909,0.00958738,-0.013848438
Driving,1.77566E+18,209.7056101,0.006924219,-0.046871636,-0.027164243
Driving,1.77566E+18,211.7178706,0.001597897,-0.010120012,0.016511599
Driving,1.77566E+18,213.7303486,0.016511599,0.032490566,0.027164243
Driving,1.77566E+18,215.7425212,0.009054748,-0.026631612,0.007456851
Driving,1.77566E+18,217.7540962,0.00479369,-0.023435818,-0.028229509
Driving,1.77566E+18,219.7660847,0.010120012,-0.003195793,-0.006924219
Driving,1.77566E+18,221.7783171,0.015446335,-0.021837922,-0.006391587
Driving,1.77566E+18,223.7906414,0.020240024,0.036218993,0.018109497
Driving,1.77566E+18,225.8030266,0.001065264,0.089482218,0.021305289
Driving,1.77566E+18,227.8156252,-0.002663161,-0.036218993,-0.021837922
Driving,1.77566E+18,229.8282954,0.002663161,0.003728426,-0.007456851
Driving,1.77566E+18,231.8407102,0.002130529,0.002130529,-0.005858955
Driving,1.77566E+18,233.8527593,0.005858955,0.037284255,0.007456851
Driving,1.77566E+18,235.8652959,-0.012783173,-0.01917476,0.015446335
Driving,1.77566E+18,237.877894,0.007989483,-0.002663161,-0.014913702
Driving,1.77566E+18,239.8902959,0.010652645,0.062850602,0.021837922
Driving,1.77566E+18,241.902377,0.013848438,0.031425301,0.062317971
Driving,1.77566E+18,243.9149155,0.005858955,0.018109497,0.018642128
Driving,1.77566E+18,245.9275154,-0.013315806,-0.011185277,-0.009054748
Driving,1.77566E+18,247.9400542,0.000532632,-0.008522116,0.002130529
Driving,1.77566E+18,249.9523792,0.000532632,-0.03089267,-0.011717909
Driving,1.77566E+18,251.9646555,0.006924219,0.011717909,-0.00479369
Driving,1.77566E+18,253.977041,-0.00479369,-0.058056913,-0.020772656
Driving,1.77566E+18,255.9893655,0.011717909,-0.000532632,-0.007989483
Driving,1.77566E+18,258.0017815,0.006391587,-0.02609898,-0.033555832
Driving,1.77566E+18,260.0138618,0.033023197,0.00479369,-0.012250541
Driving,1.77566E+18,262.0259016,0.010652645,-0.002130529,-0.006924219
Driving,1.77566E+18,264.0378914,0.113983296,-0.012783173,0.062850602
Driving,1.77566E+18,266.0501553,0.070307456,-0.010652645,-0.017044231
Driving,1.77566E+18,268.0622671,0.028762139,0.006924219,-0.041545313
Driving,1.77566E+18,270.0747378,-0.022903185,0.016511599,-0.011717909
Driving,1.77566E+18,272.0872458,0.004261058,0.006391587,-0.00958738
Driving,1.77566E+18,274.0996318,0.009054748,0.012250541,-0.007989483
Driving,1.77566E+18,276.1119565,-0.002130529,-0.038882151,0.005858955
Driving,1.77566E+18,278.1243867,-0.019707393,0.021305289,-0.000532632
Driving,1.77566E+18,280.1364985,-0.044208474,0.007989483,0.003728426
Driving,1.77566E+18,282.1486411,-0.050600063,0.012783173,0.05273059
Driving,1.77566E+18,284.1608984,-0.059122179,0.002663161,0.063383237
Driving,1.77566E+18,286.1730098,-0.053263225,0.003728426,0.018109497
Driving,1.77566E+18,288.1848772,-0.047936901,-0.047404267,-0.029294772
Driving,1.77566E+18,290.1968054,0.043675844,-0.028762139,-0.012250541
Driving,1.77566E+18,292.1884399,-0.005326322,-0.021837922,0.01438107
Driving,1.77566E+18,294.2002766,-0.013315806,-0.014913702,-0.025566347
Driving,1.77566E+18,296.2122048,0.015978966,0.003195793,0.013315806
Driving,1.77566E+18,298.2242249,-0.004261058,-0.054328486,-0.060720075
Driving,1.77566E+18,300.2364583,0.007989483,0.007989483,0.004261058
Driving,1.77566E+18,302.2485017,-0.015978966,-0.070840083,-0.067111664
Driving,1.77566E+18,304.2604907,0.012250541,-0.012783173,0.032490566
Driving,1.77566E+18,306.2727849,0.016511599,0.003195793,0.027696876
Driving,1.77566E+18,308.2848965,0.007456851,-0.028229509,0
Driving,1.77566E+18,310.2970378,-0.001065264,0.043675844,-0.012250541
Driving,1.77566E+18,312.3089358,0.002130529,0.002663161,0.033023197
Driving,1.77566E+18,314.3208335,0.000532632,0.046871636,-0.004261058
Driving,1.77566E+18,316.332731,0.006391587,0.034088463,0.020240024
Driving,1.77566E+18,318.3450251,0.006924219,0.006391587,0.01438107
Driving,1.77566E+18,320.3571365,0.006391587,-0.035686359,-0.053263225
Driving,1.77566E+18,322.369553,0.004261058,-0.018109497,0.027696876
Driving,1.77566E+18,324.3815725,-0.018642128,0.106526449,0.000532632
Driving,1.77566E+18,326.3933787,-0.003728426,-0.092145376,-0.015446335
Driving,1.77566E+18,328.4053081,-0.004261058,-0.040480047,0.006391587
Driving,1.77566E+18,330.4171443,0.018109497,0.011717909,0.045806371
Driving,1.77566E+18,332.4292551,0.00479369,0.035153728,0.006391587
Driving,1.77566E+18,334.4420786,-0.025033714,0.017044231,-0.103330649
Driving,1.77566E+18,336.4544666,0.005326322,0.015978966,0.007456851
Driving,1.77566E+18,338.4666711,-0.152865455,0.023968451,-0.013315806
Driving,1.77566E+18,340.4790898,-0.084155895,0.013848438,-0.017044231
Driving,1.77566E+18,342.4912336,-0.004261058,0.000532632,-0.00958738
Driving,1.77566E+18,344.5035605,0.005326322,-0.034088463,-0.011717909
Driving,1.77566E+18,346.5159792,-0.012250541,-0.015446335,-0.046339005
Driving,1.77566E+18,348.5283977,0.006924219,-0.042610578,-0.00958738
Driving,1.77566E+18,350.5403625,0.012250541,-0.043143209,-0.005858955
Driving,1.77566E+18,352.5529019,0.003195793,0.015446335,-0.024501082
Driving,1.77566E+18,354.5653796,-0.007456851,0.051132694,0.021837922
Driving,1.77566E+18,356.5779797,-0.001597897,-0.053795855,-0.057524279
Driving,1.77566E+18,358.5905161,-0.02609898,-0.025033714,0.01917476
Driving,1.77566E+18,360.6027192,0.01438107,-0.044741109,0.016511599
Driving,1.77566E+18,362.6148313,0.017044231,-0.007456851,0.067644291
Driving,1.77566E+18,364.6274312,-0.040480047,-0.023968451,-0.025566347
Driving,1.77566E+18,366.6399395,-0.056459017,0.026631612,0.014913702
Driving,1.77566E+18,368.6523259,0.003728426,-0.004261058,0.019707393
Driving,1.77566E+18,370.6646819,0.003195793,-0.005858955,-0.013315806
Driving,1.77566E+18,372.6772222,-0.005858955,0.020240024,0.01438107
Driving,1.77566E+18,374.6895781,-0.003728426,-0.052197959,-0.024501082
Driving,1.77566E+18,376.7020256,0.00479369,-0.01917476,-0.005858955
Driving,1.77566E+18,378.7145037,0.000532632,-0.014913702,-0.025566347
Driving,1.77566E+18,380.7270425,0.002663161,0.007989483,-0.006924219
Driving,1.77566E+18,382.7393374,-0.000532632,0.012250541,-0.000532632
Driving,1.77566E+18,384.7516323,0,0.003195793,-0.001065264
Driving,1.77566E+18,386.7637439,0.001597897,0.005858955,-0.000532632
Driving,1.77566E+18,388.7756116,-0.000532632,0.001065264,-0.005326322
Driving,1.77566E+18,390.7876624,0.000532632,0.000532632,-0.001597897
Driving,1.77566E+18,392.7999268,0,0.003728426,-0.003728426
Driving,1.77566E+18,394.8124436,0.001597897,0.00479369,-0.002130529
Driving,1.77566E+18,396.8248904,0.000532632,0.001597897,-0.002663161
Driving,1.77566E+18,398.8372458,0.001065264,0.001065264,-0.003728426
Driving,1.77566E+18,400.8497236,0.001065264,0.001065264,-0.001597897
Driving,1.77566E+18,402.8623843,0.002130529,0.002130529,-0.001597897
Driving,1.77566E+18,404.8749839,0.001597897,0,-0.004261058
Driving,1.77566E+18,406.8875225,0.001065264,-0.002663161,-0.004261058
Driving,1.77566E+18,408.900061,0.000532632,0.003728426,-0.004261058
Driving,1.77566E+18,410.9125688,0.003728426,-0.01917476,-0.010652645
Driving,1.77566E+18,412.9249858,0.007456851,0.007456851,-0.005858955
Driving,1.77566E+18,414.9374023,0.14008227,0.025566347,-0.050067428
Driving,1.77566E+18,416.9496155,0.262587696,0.071905352,-0.09960223
Driving,1.77566E+18,418.9613909,0.034621093,-0.036751624,-0.023435818
Driving,1.77566E+18,420.9735017,-0.031425301,-0.248739257,-0.131560162
Driving,1.77566E+18,422.985979,-0.001065264,0.052197959,0.003728426
Driving,1.77566E+18,424.9973923,0.007989483,0.015446335,-0.007989483
Driving,1.77566E+18,427.0091082,-0.012250541,-0.050067428,-0.026631612
Driving,1.77566E+18,429.0218005,-0.005326322,-0.036218993,-0.01917476
Driving,1.77566E+18,431.0343101,0.003195793,-0.035153728,-0.018109497
Driving,1.77566E+18,433.0466763,0.005858955,0.013848438,0.007989483
Driving,1.77566E+18,435.0592153,1.339570045,1.806688547,3.129746914
Driving,1.77566E+18,437.0719067,-0.453802645,-0.754207253,-0.304665625
Driving,1.77566E+18,439.0846741,0.054328486,-0.102798022,0.132625431
Driving,1.77566E+18,441.0972449,0.005858955,0.03089267,0.001065264
