,x,y,z,magnitude,magnitude,magnitude
,mean,mean,mean,mean,std,max
time,,,,,,
2026-04-09 15:53:20,-0.007847448125490196,-0.013276119470588236,-0.0006266263843137263,0.02807357744839818,0.2544081421461128,3.8983747048311526
