time,qx,qy,qz,qw,roll,pitch,yaw
2026-04-09 15:53:20,-0.7879029455387755,0.308114945077551,-0.2995205776897959,0.3485932788653061,-2.510668471077551,0.8525592462408162,-2.6487661708367347
