,x,y,z,magnitude,magnitude,magnitude
,mean,mean,mean,mean,std,max
time,,,,,,
2026-05-28 20:26:40,3.109484055004065,-7.106516073333333,-4.650182239422764,9.65626898646361,0.17659913635281482,10.841248136973691
