Activity,time,seconds_elapsed,dBFS
Classroom,1.78E+18,129.069,-33.49406893
Classroom,1.78E+18,129.185,-32.92409923
Classroom,1.78E+18,129.3,-40.45352584
Classroom,1.78E+18,129.415,-39.47714874
Classroom,1.78E+18,129.5299998,-34.98047668
Classroom,1.78E+18,129.644,-34.30814644
Classroom,1.78E+18,129.759,-36.75659457
Classroom,1.78E+18,129.8739998,-45.10730586
Classroom,1.78E+18,129.989,-43.94746692
Classroom,1.78E+18,130.104,-45.05971183
Classroom,1.78E+18,130.219,-34.22594498
Classroom,1.78E+18,130.3340002,-30.83694115
Classroom,1.78E+18,130.449,-35.02521098
Classroom,1.78E+18,130.563,-29.01208923
Classroom,1.78E+18,130.679,-29.27796581
Classroom,1.78E+18,130.793,-32.31232357
Classroom,1.78E+18,130.909,-29.08722715
Classroom,1.78E+18,131.025,-30.31742386
Classroom,1.78E+18,131.139,-32.14976319
Classroom,1.78E+18,131.255,-31.8231479
Classroom,1.78E+18,131.3699998,-38.31107218
Classroom,1.78E+18,131.4860002,-34.98047668
Classroom,1.78E+18,131.6019998,-35.69308811
Classroom,1.78E+18,131.717,-37.51900384
Classroom,1.78E+18,131.833,-36.32933354
Classroom,1.78E+18,131.947,-35.56488077
Classroom,1.78E+18,132.0620002,-33.3326396
Classroom,1.78E+18,132.1779998,-33.49406893
Classroom,1.78E+18,132.292,-42.17793001
Classroom,1.78E+18,132.407,-41.49055198
Classroom,1.78E+18,132.5219998,-37.5789757
Classroom,1.78E+18,132.636,-41.7785084
Classroom,1.78E+18,132.752,-44.20170623
Classroom,1.78E+18,132.867,-42.11007116
Classroom,1.78E+18,132.983,-32.12831654
Classroom,1.78E+18,133.0979998,-30.94841934
Classroom,1.78E+18,133.213,-28.26692311
Classroom,1.78E+18,133.328,-33.09000121
Classroom,1.78E+18,133.444,-34.55952413
Classroom,1.78E+18,133.559,-32.34520395
Classroom,1.78E+18,133.6739998,-37.86445316
Classroom,1.78E+18,133.789,-33.60761159
Classroom,1.78E+18,133.905,-35.20648829
Classroom,1.78E+18,134.02,-33.89157383
Classroom,1.78E+18,134.136,-39.70473966
Classroom,1.78E+18,134.251,-36.70202335
Classroom,1.78E+18,134.367,-38.94469914
Classroom,1.78E+18,134.4819998,-41.74603774
Classroom,1.78E+18,134.597,-41.4278377
Classroom,1.78E+18,134.713,-42.49003148
Classroom,1.78E+18,134.828,-27.1777506
Classroom,1.78E+18,134.944,-29.84368443
Classroom,1.78E+18,135.06,-28.7251087
Classroom,1.78E+18,135.176,-27.80561703
Classroom,1.78E+18,135.292,-29.16302073
Classroom,1.78E+18,135.408,-29.2934074
Classroom,1.78E+18,135.523,-33.05418306
Classroom,1.78E+18,135.639,-30.69049487
Classroom,1.78E+18,135.7539998,-29.36323628
Classroom,1.78E+18,135.8700002,-30.38726053
Classroom,1.78E+18,135.985,-39.65364604
Classroom,1.78E+18,136.1,-33.018512
Classroom,1.78E+18,136.215,-28.66020761
Classroom,1.78E+18,136.3299998,-28.69620388
Classroom,1.78E+18,136.445,-31.78188469
Classroom,1.78E+18,136.56,-30.29137919
Classroom,1.78E+18,136.676,-30.48421211
Classroom,1.78E+18,136.792,-29.41793841
Classroom,1.78E+18,136.907,-37.45944322
Classroom,1.78E+18,137.023,-36.24290606
Classroom,1.78E+18,137.137,-40.15161619
Classroom,1.78E+18,137.252,-37.45944322
Classroom,1.78E+18,137.368,-32.93584485
Classroom,1.78E+18,137.483,-29.97642267
Classroom,1.78E+18,137.5980002,-34.9507813
Classroom,1.78E+18,137.713,-39.2553693
Classroom,1.78E+18,137.829,-36.9971138
Classroom,1.78E+18,137.944,-32.33422999
Classroom,1.78E+18,138.059,-34.32192263
Classroom,1.78E+18,138.1740002,-35.93869985
Classroom,1.78E+18,138.2899998,-40.67988105
Classroom,1.78E+18,138.405,-37.78192628
Classroom,1.78E+18,138.52,-38.31107218
Classroom,1.78E+18,138.636,-39.30416656
Classroom,1.78E+18,138.752,-41.61735554
Classroom,1.78E+18,138.867,-38.44301228
Classroom,1.78E+18,138.9820002,-33.80021127
Classroom,1.78E+18,139.099,-37.40028824
Classroom,1.78E+18,139.2140002,-30.2309103
Classroom,1.78E+18,139.329,-33.29580892
Classroom,1.78E+18,139.445,-42.7407756
Classroom,1.78E+18,139.56,-43.53960375
Classroom,1.78E+18,139.675,-43.42088815
Classroom,1.78E+18,139.791,-42.77719448
Classroom,1.78E+18,139.9059998,-27.5174483
Classroom,1.78E+18,140.02,-26.17761274
Classroom,1.78E+18,140.136,-34.33572071
Classroom,1.78E+18,140.251,-27.49229002
Classroom,1.78E+18,140.3660002,-31.06134691
Classroom,1.78E+18,140.481,-35.69308811
Classroom,1.78E+18,140.596,-37.70017612
Classroom,1.78E+18,140.712,-32.3561918
Classroom,1.78E+18,140.827,-26.75223419
Classroom,1.78E+18,140.943,-29.90979999
Classroom,1.78E+18,141.0579998,-32.34520395
Classroom,1.78E+18,141.1740002,-31.05188
Classroom,1.78E+18,141.289,-33.95742623
Classroom,1.78E+18,141.404,-28.40534659
Classroom,1.78E+18,141.52,-26.66044057
Classroom,1.78E+18,141.635,-26.56960691
Classroom,1.78E+18,141.751,-32.55638762
Classroom,1.78E+18,141.8659998,-36.1573301
Classroom,1.78E+18,141.985,-44.28813371
Classroom,1.78E+18,142.097,-32.56764606
Classroom,1.78E+18,142.212,-31.83349441
Classroom,1.78E+18,142.328,-33.60761159
Classroom,1.78E+18,142.443,-36.24290606
Classroom,1.78E+18,142.5580002,-36.05573959
Classroom,1.78E+18,142.6739998,-31.96913268
Classroom,1.78E+18,142.789,-32.47798447
Classroom,1.78E+18,142.904,-33.1139623
Classroom,1.78E+18,143.02,-38.2675338
Classroom,1.78E+18,143.135,-38.07426746
Classroom,1.78E+18,143.2499998,-40.17863297
Classroom,1.78E+18,143.3660002,-44.33167209
Classroom,1.78E+18,143.481,-35.97197916
Classroom,1.78E+18,143.597,-34.77470994
Classroom,1.78E+18,143.712,-37.22520279
Classroom,1.78E+18,143.828,-34.84763976
Classroom,1.78E+18,143.943,-34.80380843
Classroom,1.78E+18,144.0579998,-35.08521736
Classroom,1.78E+18,144.1740002,-36.20857444
Classroom,1.78E+18,144.289,-23.48400116
Classroom,1.78E+18,144.404,-37.51900384
Classroom,1.78E+18,144.52,-43.0741769
Classroom,1.78E+18,144.635,-41.87665509
Classroom,1.78E+18,144.7500002,-42.52541194
Classroom,1.78E+18,144.865,-43.49985133
Classroom,1.78E+18,144.981,-36.73836604
Classroom,1.78E+18,145.096,-32.83070167
Classroom,1.78E+18,145.212,-35.82321623
Classroom,1.78E+18,145.327,-38.57698753
Classroom,1.78E+18,145.4419998,-37.94777169
Classroom,1.78E+18,145.5580002,-35.16081305
Classroom,1.78E+18,145.6739998,-34.81839431
Classroom,1.78E+18,145.789,-31.4586515
Classroom,1.78E+18,145.904,-32.50031325
Classroom,1.78E+18,146.019,-33.62031955
Classroom,1.78E+18,146.1340002,-37.3806591
Classroom,1.78E+18,146.2499998,-36.19145938
Classroom,1.78E+18,146.365,-34.30814644
Classroom,1.78E+18,146.48,-38.33292349
Classroom,1.78E+18,146.596,-38.37679171
Classroom,1.78E+18,146.712,-37.01589411
Classroom,1.78E+18,146.827,-36.88527677
Classroom,1.78E+18,146.9420002,-33.80021127
Classroom,1.78E+18,147.0579998,-34.9211871
Classroom,1.78E+18,147.173,-31.2142378
Classroom,1.78E+18,147.288,-32.06429249
Classroom,1.78E+18,147.403,-34.5453662
Classroom,1.78E+18,147.5180002,-34.80380843
Classroom,1.78E+18,147.6339998,-33.86537204
Classroom,1.78E+18,147.7500002,-32.42241237
Classroom,1.78E+18,147.865,-37.82309171
Classroom,1.78E+18,147.98,-36.88527677
Classroom,1.78E+18,148.096,-35.40723779
Classroom,1.78E+18,148.211,-37.47925141
Classroom,1.78E+18,148.3260002,-37.32203645
Classroom,1.78E+18,148.441,-37.61918822
Classroom,1.78E+18,148.556,-35.43853833
Classroom,1.78E+18,148.672,-34.22594498
Classroom,1.78E+18,148.788,-35.28315154
Classroom,1.78E+18,148.903,-37.45944322
Classroom,1.78E+18,149.0179998,-39.93845483
Classroom,1.78E+18,149.135,-42.49003148
Classroom,1.78E+18,149.249,-43.18821648
Classroom,1.78E+18,149.364,-43.70045816
Classroom,1.78E+18,149.48,-43.22656484
Classroom,1.78E+18,149.596,-34.44690162
Classroom,1.78E+18,149.711,-35.29856573
Classroom,1.78E+18,149.827,-33.56959888
Classroom,1.78E+18,149.9420002,-35.01027393
Classroom,1.78E+18,150.0579998,-36.34672271
Classroom,1.78E+18,150.173,-34.48896412
Classroom,1.78E+18,150.288,-35.20648829
Classroom,1.78E+18,150.404,-30.30005207
Classroom,1.78E+18,150.519,-26.75223419
Classroom,1.78E+18,150.6339998,-39.2553693
Classroom,1.78E+18,150.749,-42.28072281
Classroom,1.78E+18,150.865,-42.77719448
Classroom,1.78E+18,150.981,-31.93764301
Classroom,1.78E+18,151.096,-26.49649767
Classroom,1.78E+18,151.211,-28.73959726
Classroom,1.78E+18,151.3260002,-27.66994772
Classroom,1.78E+18,151.4419998,-29.48877977
Classroom,1.78E+18,151.557,-28.0700481
Classroom,1.78E+18,151.672,-29.31662137
Classroom,1.78E+18,151.788,-30.89250141
Classroom,1.78E+18,151.903,-33.73553569
Classroom,1.78E+18,152.0179998,-29.45722337
Classroom,1.78E+18,152.133,-37.63936451
Classroom,1.78E+18,152.2499998,-32.71534951
Classroom,1.78E+18,152.365,-27.32435137
Classroom,1.78E+18,152.48,-26.1722161
Classroom,1.78E+18,152.595,-30.98589897
Classroom,1.78E+18,152.711,-30.44000901
Classroom,1.78E+18,152.827,-36.72017569
Classroom,1.78E+18,152.944,-34.13101628
Classroom,1.78E+18,153.0579998,-34.70238738
Classroom,1.78E+18,153.1740002,-34.34954075
Classroom,1.78E+18,153.289,-34.03711385
Classroom,1.78E+18,153.404,-29.49668682
Classroom,1.78E+18,153.52,-26.75800362
Classroom,1.78E+18,153.635,-27.90383771
Classroom,1.78E+18,153.751,-35.5489871
Classroom,1.78E+18,153.8659998,-39.60285122
Classroom,1.78E+18,153.981,-36.31197911
Classroom,1.78E+18,154.096,-35.22176691
Classroom,1.78E+18,154.212,-38.15963316
Classroom,1.78E+18,154.328,-34.58790942
Classroom,1.78E+18,154.443,-36.22572329
Classroom,1.78E+18,154.5580002,-38.66746636
Classroom,1.78E+18,154.673,-44.87190149
Classroom,1.78E+18,154.789,-38.37679171
Classroom,1.78E+18,154.904,-40.28754838
Classroom,1.78E+18,155.019,-40.26019122
Classroom,1.78E+18,155.135,-37.92686701
Classroom,1.78E+18,155.251,-38.75889763
Classroom,1.78E+18,155.367,-38.80497672
Classroom,1.78E+18,155.481,-38.2675338
Classroom,1.78E+18,155.597,-36.00538647
Classroom,1.78E+18,155.713,-36.14031562
Classroom,1.78E+18,155.828,-36.24290606
Classroom,1.78E+18,155.944,-38.3548299
Classroom,1.78E+18,156.059,-35.82321623
Classroom,1.78E+18,156.175,-37.82309171
Classroom,1.78E+18,156.2899998,-43.18821648
Classroom,1.78E+18,156.4060002,-45.59816468
Classroom,1.78E+18,156.521,-39.57756477
Classroom,1.78E+18,156.6380002,-39.27973366
Classroom,1.78E+18,156.753,-40.42564174
Classroom,1.78E+18,156.868,-35.70924791
Classroom,1.78E+18,156.984,-29.38663788
Classroom,1.78E+18,157.099,-34.41897269
Classroom,1.78E+18,157.215,-41.39664956
Classroom,1.78E+18,157.329,-41.71368802
Classroom,1.78E+18,157.444,-35.92210788
Classroom,1.78E+18,157.56,-37.09142406
Classroom,1.78E+18,157.675,-37.22520279
Classroom,1.78E+18,157.7900002,-39.88597195
Classroom,1.78E+18,157.905,-40.50956403
Classroom,1.78E+18,158.021,-35.5489871
Classroom,1.78E+18,158.136,-35.92210788
Classroom,1.78E+18,158.251,-33.24694303
Classroom,1.78E+18,158.3660002,-33.83924904
Classroom,1.78E+18,158.481,-36.46943157
Classroom,1.78E+18,158.597,-38.82810827
Classroom,1.78E+18,158.712,-39.83380429
Classroom,1.78E+18,158.828,-39.55235172
Classroom,1.78E+18,158.943,-40.59430509
Classroom,1.78E+18,159.0579998,-39.30416656
Classroom,1.78E+18,159.175,-37.70017612
Classroom,1.78E+18,159.2899998,-33.97065684
Classroom,1.78E+18,159.4060002,-40.82440834
Classroom,1.78E+18,159.521,-44.20170623
Classroom,1.78E+18,159.636,-38.11684544
Classroom,1.78E+18,159.752,-40.17863297
Classroom,1.78E+18,159.868,-43.38167413
Classroom,1.78E+18,159.983,-43.42088815
Classroom,1.78E+18,160.0979998,-37.9687268
Classroom,1.78E+18,160.213,-37.32203645
Classroom,1.78E+18,160.328,-39.15858958
Classroom,1.78E+18,160.443,-38.64475814
Classroom,1.78E+18,160.5580002,-37.05357699
Classroom,1.78E+18,160.673,-42.9616152
Classroom,1.78E+18,160.788,-41.09077677
Classroom,1.78E+18,160.904,-41.09077677
Classroom,1.78E+18,161.02,-45.6997552
Classroom,1.78E+18,161.135,-46.78690844
Classroom,1.78E+18,161.2499998,-47.57432228
Classroom,1.78E+18,161.365,-44.68806628
Classroom,1.78E+18,161.481,-44.24481247
Classroom,1.78E+18,161.596,-47.38617291
Classroom,1.78E+18,161.711,-41.03087384
Classroom,1.78E+18,161.8259998,-38.57698753
Classroom,1.78E+18,161.941,-37.63936451
Classroom,1.78E+18,162.057,-42.8137667
Classroom,1.78E+18,162.172,-38.85130158
Classroom,1.78E+18,162.288,-38.82810827
Classroom,1.78E+18,162.403,-41.52207975
Classroom,1.78E+18,162.519,-40.9122933
Classroom,1.78E+18,162.635,-42.70450879
Classroom,1.78E+18,162.7500002,-43.82308452
Classroom,1.78E+18,162.869,-40.85360464
Classroom,1.78E+18,162.981,-41.58548068
Classroom,1.78E+18,163.096,-40.23291996
Classroom,1.78E+18,163.212,-40.28754838
Classroom,1.78E+18,163.327,-40.39784687
Classroom,1.78E+18,163.4419998,-44.4636122
Classroom,1.78E+18,163.557,-43.9058079
Classroom,1.78E+18,163.676,-42.88737638
Classroom,1.78E+18,163.787,-43.98932671
Classroom,1.78E+18,163.903,-44.4194091
Classroom,1.78E+18,164.017,-43.65996442
Classroom,1.78E+18,164.132,-44.0736564
Classroom,1.78E+18,164.248,-38.3548299
Classroom,1.78E+18,164.363,-39.50214413
Classroom,1.78E+18,164.4780002,-41.74603774
Classroom,1.78E+18,164.593,-41.49055198
Classroom,1.78E+18,164.709,-40.62273684
Classroom,1.78E+18,164.824,-43.49985133
Classroom,1.78E+18,164.94,-37.72054164
Classroom,1.78E+18,165.055,-38.05305649
Classroom,1.78E+18,165.1699998,-35.48570165
Classroom,1.78E+18,165.2860002,-34.5453662
Classroom,1.78E+18,165.401,-40.9122933
Classroom,1.78E+18,165.516,-42.28072281
Classroom,1.78E+18,165.632,-41.55372237
Classroom,1.78E+18,165.747,-45.20328352
Classroom,1.78E+18,165.863,-39.93845483
Classroom,1.78E+18,165.9779998,-38.2675338
Classroom,1.78E+18,166.0940002,-39.06287633
Classroom,1.78E+18,166.2099998,-42.85049356
Classroom,1.78E+18,166.325,-37.30258316
Classroom,1.78E+18,166.44,-38.33292349
Classroom,1.78E+18,166.555,-43.98932671
Classroom,1.78E+18,166.671,-45.15516213
Classroom,1.78E+18,166.7859998,-42.45479456
Classroom,1.78E+18,166.9020002,-36.57600824
Classroom,1.78E+18,167.017,-36.03892276
Classroom,1.78E+18,167.132,-40.23291996
Classroom,1.78E+18,167.247,-40.42564174
Classroom,1.78E+18,167.3619998,-43.49985133
Classroom,1.78E+18,167.477,-43.0741769
Classroom,1.78E+18,167.592,-41.09077677
Classroom,1.78E+18,167.708,-38.24584617
Classroom,1.78E+18,167.823,-39.13456221
Classroom,1.78E+18,167.9379998,-41.71368802
Classroom,1.78E+18,168.053,-39.91217375
Classroom,1.78E+18,168.169,-40.09783342
Classroom,1.78E+18,168.283,-37.47925141
Classroom,1.78E+18,168.3980002,-37.20596493
Classroom,1.78E+18,168.513,-38.75889763
Classroom,1.78E+18,168.628,-42.04273834
Classroom,1.78E+18,168.744,-42.66839277
Classroom,1.78E+18,168.859,-42.38474668
Classroom,1.78E+18,168.9740002,-41.03087384
Classroom,1.78E+18,169.0899998,-44.37542982
Classroom,1.78E+18,169.205,-44.59758744
Classroom,1.78E+18,169.324,-46.84500825
Classroom,1.78E+18,169.436,-44.68806628
Classroom,1.78E+18,169.552,-42.04273834
Classroom,1.78E+18,169.668,-44.4636122
Classroom,1.78E+18,169.783,-45.64881141
Classroom,1.78E+18,169.9,-45.3492683
Classroom,1.78E+18,170.015,-45.49774866
Classroom,1.78E+18,170.1299998,-35.87252132
Classroom,1.78E+18,170.245,-30.62719294
Classroom,1.78E+18,170.361,-29.94304745
Classroom,1.78E+18,170.476,-30.41359473
Classroom,1.78E+18,170.591,-31.73057982
Classroom,1.78E+18,170.7059998,-30.38726053
Classroom,1.78E+18,170.8220002,-32.2360833
Classroom,1.78E+18,170.937,-31.65925833
Classroom,1.78E+18,171.052,-29.86841883
Classroom,1.78E+18,171.168,-31.02354102
Classroom,1.78E+18,171.283,-43.18821648
Classroom,1.78E+18,171.3980002,-44.33167209
Classroom,1.78E+18,171.513,-42.92441647
Classroom,1.78E+18,171.629,-42.88737638
Classroom,1.78E+18,171.744,-33.15002833
Classroom,1.78E+18,171.86,-31.36986821
Classroom,1.78E+18,171.975,-33.78723757
Classroom,1.78E+18,172.091,-27.66353983
Classroom,1.78E+18,172.2060002,-29.95971903
Classroom,1.78E+18,172.321,-36.86677646
Classroom,1.78E+18,172.437,-42.0763395
Classroom,1.78E+18,172.553,-46.44624166
Classroom,1.78E+18,172.668,-45.20328352
Classroom,1.78E+18,172.784,-45.10730586
Classroom,1.78E+18,172.899,-44.64270905
Classroom,1.78E+18,173.0140002,-44.82557664
Classroom,1.78E+18,173.1299998,-43.46028001
Classroom,1.78E+18,173.245,-44.55269902
Classroom,1.78E+18,173.36,-45.20328352
Classroom,1.78E+18,173.476,-45.8544042
Classroom,1.78E+18,173.591,-46.90349931
Classroom,1.78E+18,173.7059998,-46.90349931
Classroom,1.78E+18,173.8220002,-30.27405937
Classroom,1.78E+18,173.937,-29.08722715
Classroom,1.78E+18,174.053,-30.17941278
Classroom,1.78E+18,174.168,-31.60867059
Classroom,1.78E+18,174.283,-25.82325334
Classroom,1.78E+18,174.3980002,-29.98478655
Classroom,1.78E+18,174.5139998,-35.08521736
Classroom,1.78E+18,174.629,-32.7728341
Classroom,1.78E+18,174.744,-30.81849977
Classroom,1.78E+18,174.859,-32.74979459
Classroom,1.78E+18,174.9740002,-44.4636122
Classroom,1.78E+18,175.0899998,-42.88737638
Classroom,1.78E+18,175.205,-27.50486005
Classroom,1.78E+18,175.321,-31.96913268
Classroom,1.78E+18,175.436,-27.22634311
Classroom,1.78E+18,175.552,-26.68902201
Classroom,1.78E+18,175.667,-28.89320437
Classroom,1.78E+18,175.7820002,-33.53175181
Classroom,1.78E+18,175.897,-33.07804541
Classroom,1.78E+18,176.013,-29.93472365
Classroom,1.78E+18,176.128,-30.60020414
Classroom,1.78E+18,176.245,-32.08558145
Classroom,1.78E+18,176.36,-31.36986821
Classroom,1.78E+18,176.475,-34.13101628
Classroom,1.78E+18,176.591,-34.17157303
Classroom,1.78E+18,176.707,-29.77806833
Classroom,1.78E+18,176.8220002,-36.17437798
Classroom,1.78E+18,176.937,-30.87394181
Classroom,1.78E+18,177.053,-34.61638777
Classroom,1.78E+18,177.168,-29.78624329
Classroom,1.78E+18,177.283,-29.23948152
Classroom,1.78E+18,177.3980002,-32.86560817
Classroom,1.78E+18,177.515,-28.74685061
Classroom,1.78E+18,177.6300002,-39.23107309
Classroom,1.78E+18,177.745,-36.6658321
Classroom,1.78E+18,177.86,-32.88895735
Classroom,1.78E+18,177.975,-31.17576204
Classroom,1.78E+18,178.0899998,-29.81902027
Classroom,1.78E+18,178.2060002,-35.82321623
Classroom,1.78E+18,178.321,-34.9507813
Classroom,1.78E+18,178.437,-36.86677646
Classroom,1.78E+18,178.552,-32.27956719
Classroom,1.78E+18,178.667,-32.99481242
Classroom,1.78E+18,178.783,-32.87727491
Classroom,1.78E+18,178.8979998,-35.97197916
Classroom,1.78E+18,179.013,-32.37820927
Classroom,1.78E+18,179.129,-32.45571295
Classroom,1.78E+18,179.244,-41.71368802
Classroom,1.78E+18,179.36,-44.96529905
Classroom,1.78E+18,179.475,-45.20328352
Classroom,1.78E+18,179.591,-45.251673
Classroom,1.78E+18,179.705,-37.82309171
Classroom,1.78E+18,179.821,-35.58080358
Classroom,1.78E+18,179.936,-36.19145938
Classroom,1.78E+18,180.051,-35.97197916
Classroom,1.78E+18,180.1660002,-37.55893903
Classroom,1.78E+18,180.281,-35.40723779
Classroom,1.78E+18,180.396,-38.0107893
Classroom,1.78E+18,180.513,-42.2463232
Classroom,1.78E+18,180.628,-44.11613027
Classroom,1.78E+18,180.743,-39.88597195
Classroom,1.78E+18,180.8579998,-40.12468318
Classroom,1.78E+18,180.9740002,-42.70450879
Classroom,1.78E+18,181.088,-33.82621694
Classroom,1.78E+18,181.204,-31.62887035
Classroom,1.78E+18,181.319,-34.89169339
Classroom,1.78E+18,181.4339998,-33.48154421
Classroom,1.78E+18,181.549,-37.63936451
Classroom,1.78E+18,181.665,-41.7785084
Classroom,1.78E+18,181.78,-46.39074057
Classroom,1.78E+18,181.896,-46.72919468
Classroom,1.78E+18,182.011,-36.05573959
Classroom,1.78E+18,182.127,-30.67236148
Classroom,1.78E+18,182.243,-36.61182639
Classroom,1.78E+18,182.3580002,-38.71306169
Classroom,1.78E+18,182.4739998,-41.64934781
Classroom,1.78E+18,182.589,-40.31499197
Classroom,1.78E+18,182.705,-37.72054164
Classroom,1.78E+18,182.82,-39.78194808
Classroom,1.78E+18,182.935,-45.01237716
Classroom,1.78E+18,183.0499998,-41.87665509
Classroom,1.78E+18,183.165,-40.76630853
Classroom,1.78E+18,183.281,-39.78194808
Classroom,1.78E+18,183.396,-44.5080414
Classroom,1.78E+18,183.512,-41.49055198
Classroom,1.78E+18,183.627,-42.45479456
Classroom,1.78E+18,183.7420002,-43.9058079
Classroom,1.78E+18,183.8579998,-41.90961865
Classroom,1.78E+18,183.973,-41.49055198
Classroom,1.78E+18,184.089,-45.15516213
Classroom,1.78E+18,184.205,-42.00926666
Classroom,1.78E+18,184.32,-39.57756477
Classroom,1.78E+18,184.435,-40.85360464
Classroom,1.78E+18,184.551,-40.67988105
Classroom,1.78E+18,184.6659998,-45.54781156
Classroom,1.78E+18,184.781,-38.13821295
Classroom,1.78E+18,184.896,-39.2553693
Classroom,1.78E+18,185.011,-40.31499197
Classroom,1.78E+18,185.127,-38.71306169
Classroom,1.78E+18,185.2419998,-39.47714874
Classroom,1.78E+18,185.357,-41.55372237
Classroom,1.78E+18,185.472,-40.17863297
Classroom,1.78E+18,185.588,-40.56596611
Classroom,1.78E+18,185.705,-35.64478832
Classroom,1.78E+18,185.82,-35.454231
Classroom,1.78E+18,185.935,-36.70202335
Classroom,1.78E+18,186.051,-36.62979101
Classroom,1.78E+18,186.167,-35.53312245
Classroom,1.78E+18,186.2819998,-37.32203645
Classroom,1.78E+18,186.397,-44.28813371
Classroom,1.78E+18,186.513,-42.9616152
Classroom,1.78E+18,186.628,-42.92441647
Classroom,1.78E+18,186.744,-43.26508326
Classroom,1.78E+18,186.86,-38.94469914
Classroom,1.78E+18,186.975,-33.29580892
Classroom,1.78E+18,187.0899998,-25.8077197
Classroom,1.78E+18,187.205,-27.26296674
Classroom,1.78E+18,187.321,-35.26776467
Classroom,1.78E+18,187.436,-34.789247
Classroom,1.78E+18,187.551,-32.16050641
Classroom,1.78E+18,187.667,-32.88895735
Classroom,1.78E+18,187.7820002,-39.06287633
Classroom,1.78E+18,187.897,-37.12943677
Classroom,1.78E+18,188.012,-32.34520395
Classroom,1.78E+18,188.127,-39.18268361
Classroom,1.78E+18,188.2419998,-42.31525919
Classroom,1.78E+18,188.357,-41.12088387
Classroom,1.78E+18,188.473,-37.92686701
Classroom,1.78E+18,188.588,-45.59816468
Classroom,1.78E+18,188.703,-46.96238693
Classroom,1.78E+18,188.8179998,-47.897255
Classroom,1.78E+18,188.9340002,-45.75099953
Classroom,1.78E+18,189.049,-42.6324263
Classroom,1.78E+18,189.165,-31.27227292
Classroom,1.78E+18,189.28,-30.39602973
Classroom,1.78E+18,189.396,-31.40921545
Classroom,1.78E+18,189.5100002,-31.67957621
Classroom,1.78E+18,189.6259998,-36.84831548
Classroom,1.78E+18,189.741,-39.57756477
Classroom,1.78E+18,189.857,-40.01777857
Classroom,1.78E+18,189.972,-35.454231
Classroom,1.78E+18,190.087,-38.69023411
Classroom,1.78E+18,190.203,-39.2553693
Classroom,1.78E+18,190.3180002,-41.33460722
Classroom,1.78E+18,190.4339998,-39.91217375
Classroom,1.78E+18,190.5500002,-40.42564174
Classroom,1.78E+18,190.665,-39.50214413
Classroom,1.78E+18,190.78,-42.59660815
Classroom,1.78E+18,190.896,-44.96529905
Classroom,1.78E+18,191.011,-45.44797265
Classroom,1.78E+18,191.1260002,-45.39848027
Classroom,1.78E+18,191.241,-46.96238693
Classroom,1.78E+18,191.357,-35.26776467
Classroom,1.78E+18,191.473,-31.54835167
Classroom,1.78E+18,191.588,-31.47850497
Classroom,1.78E+18,191.703,-34.29439206
Classroom,1.78E+18,191.8179998,-39.6282115
Classroom,1.78E+18,191.933,-40.45352584
Classroom,1.78E+18,192.049,-38.3548299
Classroom,1.78E+18,192.164,-34.61638777
Classroom,1.78E+18,192.279,-32.2360833
Classroom,1.78E+18,192.3939998,-37.98973259
Classroom,1.78E+18,192.509,-38.46519847
Classroom,1.78E+18,192.624,-37.70017612
Classroom,1.78E+18,192.74,-42.21205929
Classroom,1.78E+18,192.856,-42.70450879
Classroom,1.78E+18,192.971,-42.00926666
Classroom,1.78E+18,193.0860002,-37.3806591
Classroom,1.78E+18,193.201,-41.74603774
Classroom,1.78E+18,193.317,-43.11202398
Classroom,1.78E+18,193.433,-42.28072281
Classroom,1.78E+18,193.548,-34.05046649
Classroom,1.78E+18,193.664,-34.60213692
Classroom,1.78E+18,193.78,-40.67988105
Classroom,1.78E+18,193.895,-43.15003668
Classroom,1.78E+18,194.0099998,-39.08670595
Classroom,1.78E+18,194.125,-38.64475814
Classroom,1.78E+18,194.241,-38.39880919
Classroom,1.78E+18,194.356,-40.56596611
Classroom,1.78E+18,194.472,-40.26019122
Classroom,1.78E+18,194.587,-44.4194091
Classroom,1.78E+18,194.7020002,-44.33167209
Classroom,1.78E+18,194.8179998,-44.37542982
Classroom,1.78E+18,194.933,-44.20170623
Classroom,1.78E+18,195.048,-43.70045816
Classroom,1.78E+18,195.164,-40.73740371
Classroom,1.78E+18,195.28,-39.91217375
Classroom,1.78E+18,195.395,-40.9122933
Classroom,1.78E+18,195.5100002,-44.5080414
Classroom,1.78E+18,195.6259998,-45.01237716
Classroom,1.78E+18,195.741,-44.20170623
Classroom,1.78E+18,195.856,-45.20328352
Classroom,1.78E+18,195.972,-43.9058079
Classroom,1.78E+18,196.088,-45.8544042
Classroom,1.78E+18,196.204,-44.5080414
Classroom,1.78E+18,196.3180002,-44.20170623
Classroom,1.78E+18,196.4339998,-43.98932671
Classroom,1.78E+18,196.5500002,-31.96913268
Classroom,1.78E+18,196.665,-31.87500411
Classroom,1.78E+18,196.781,-31.10883686
Classroom,1.78E+18,196.896,-36.90381656
Classroom,1.78E+18,197.012,-35.83962018
Classroom,1.78E+18,197.128,-35.66085843
Classroom,1.78E+18,197.243,-38.80497672
Classroom,1.78E+18,197.359,-33.67133814
Classroom,1.78E+18,197.475,-33.25913375
Classroom,1.78E+18,197.5900002,-35.67695832
Classroom,1.78E+18,197.7059998,-39.37788035
