Activity,time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
Classroom,1.77575E+18,442.3855601,-0.337182224,0.319835901,-0.816339016,0.342934161,-2.589355469,0.887644529,-2.662606001
Classroom,1.77575E+18,444.4778987,-0.336384505,0.318006635,-0.817122102,0.343553185,-2.589426994,0.887340128,-2.667002439
Classroom,1.77575E+18,446.5703911,-0.335758746,0.316903532,-0.817602396,0.344041526,-2.589907169,0.887324035,-2.669496775
Classroom,1.77575E+18,448.6631887,-0.336080015,0.317007095,-0.817336857,0.344263464,-2.589112997,0.888042152,-2.669703245
Classroom,1.77575E+18,450.7559863,-0.335747838,0.316408962,-0.817613065,0.344481796,-2.589346886,0.887938976,-2.671050072
Classroom,1.77575E+18,452.8481128,-0.3360883,0.316986203,-0.817414165,0.344090819,-2.589045525,0.887665272,-2.669716597
Classroom,1.77575E+18,454.9401782,-0.336119235,0.316542685,-0.817580044,0.344075114,-2.588386059,0.887364209,-2.671026707
Classroom,1.77575E+18,457.0323989,-0.335750788,0.316461086,-0.817692697,0.344241887,-2.589383364,0.887462795,-2.670823812
Classroom,1.77575E+18,459.1242813,-0.335454553,0.316338092,-0.817873001,0.344215661,-2.590097189,0.887163758,-2.670771837
Classroom,1.77575E+18,461.2158584,-0.335638404,0.31660068,-0.817736268,0.344119579,-2.589881897,0.887229264,-2.670231581
Classroom,1.77575E+18,463.3078628,-0.335591286,0.316314489,-0.817824543,0.344219059,-2.589664221,0.887231708,-2.671023607
Classroom,1.77575E+18,465.4001724,-0.335499197,0.315729678,-0.81793189,0.344590396,-2.589221001,0.887597024,-2.67270422
Classroom,1.77575E+18,467.4923477,-0.336347431,0.31747517,-0.817146659,0.344022244,-2.588900805,0.88797754,-2.668635607
Classroom,1.77575E+18,469.5843516,-0.336353332,0.317426234,-0.817178905,0.343985051,-2.58881712,0.887870133,-2.668771744
Classroom,1.77575E+18,471.6768743,-0.335881174,0.316589326,-0.817457855,0.344554424,-2.58919096,0.888283432,-2.670734644
Classroom,1.77575E+18,473.7690613,-0.335895777,0.31647563,-0.817535222,0.344460815,-2.588993549,0.888018966,-2.671049356
Classroom,1.77575E+18,475.8613398,-0.336339086,0.315458417,-0.817504048,0.345034927,-2.586430311,0.888833344,-2.674762487
Classroom,1.77575E+18,477.9535588,-0.335252047,0.315867364,-0.817895234,0.34479177,-2.590144157,0.887978017,-2.672045231
Classroom,1.77575E+18,480.0456543,-0.335642546,0.315727413,-0.817739427,0.34490937,-2.588822365,0.888354599,-2.673010826
Classroom,1.77575E+18,482.1380244,-0.33518225,0.315407217,-0.817957401,0.345133126,-2.589790821,0.888372302,-2.673388481
Classroom,1.77575E+18,484.2305776,-0.335442096,0.315499753,-0.817963779,0.344780743,-2.589111805,0.887823641,-2.673352242
Classroom,1.77575E+18,486.3229175,-0.334900022,0.315699607,-0.818206787,0.344548285,-2.590945959,0.887156785,-2.671974421
Classroom,1.77575E+18,488.4151045,-0.33458963,0.315155953,-0.818391979,0.344907463,-2.591197968,0.887403488,-2.673239946
Classroom,1.77575E+18,490.5074746,-0.3337937,0.313243598,-0.81915313,0.345613211,-2.591161013,0.887249708,-2.677900076
Classroom,1.77575E+18,492.5999365,-0.333667725,0.313333392,-0.819142103,0.345679611,-2.591652632,0.887379766,-2.677496195
Classroom,1.77575E+18,494.6924592,-0.333436966,0.313158602,-0.819255948,0.345790893,-2.592118979,0.887379706,-2.67772603
Classroom,1.77575E+18,496.7849209,-0.333566397,0.313103437,-0.819212317,0.345819175,-2.591668844,0.887475312,-2.678067446
Classroom,1.77575E+18,498.8774436,-0.333511859,0.312791824,-0.819265306,0.346028328,-2.591448069,0.887692928,-2.67895937
Classroom,1.77575E+18,500.9693257,-0.333374172,0.312649935,-0.819444358,0.34586513,-2.591660023,0.887179315,-2.679126024
Classroom,1.77575E+18,503.0620313,-0.333374649,0.31250149,-0.819453061,0.345978171,-2.591477871,0.887325883,-2.67959094
Classroom,1.77575E+18,505.1547068,-0.334336132,0.312183678,-0.819010675,0.346384376,-2.588262081,0.888510823,-2.681935549
Classroom,1.77575E+18,507.2470308,0.943356395,0.242618933,0.18707417,0.127350301,-0.344181389,-0.529845655,-2.967460394
Classroom,1.77575E+18,509.3390957,0.886145949,0.221803814,0.067297816,0.401272237,0.0657124,-0.463532448,-2.275671482
Classroom,1.77575E+18,511.4312222,0.899803519,0.206606805,0.07429374,0.377024859,0.024444619,-0.442093074,-2.342530489
