,x,y,z,magnitude,magnitude,magnitude
,mean,mean,mean,mean,std,max
time,,,,,,
2026-05-28 20:26:40,-0.04657194474693878,0.11418547363673469,0.07406645405306123,0.20444479065879484,0.4139279257502311,5.582921841829156
