Activity,time,seconds_elapsed,z,y,x
Classroom,1.78E+18,95.09030933,0.084952354,0.128965378,-0.04143095
Classroom,1.78E+18,97.18246655,0.093353748,0.100383759,-0.021162033
Classroom,1.78E+18,99.27437988,0.078983784,0.106570721,-0.040918827
Classroom,1.78E+18,101.3661707,0.073607445,0.120527744,-0.058102131
Classroom,1.78E+18,103.4580837,0.084979534,0.117780685,-0.049082279
Classroom,1.78E+18,105.5497869,0.088469505,0.118973255,-0.050122738
Classroom,1.78E+18,107.6417908,0.100201607,0.115870953,-0.052175522
Classroom,1.78E+18,109.7334585,0.097947598,0.120854855,-0.052378893
Classroom,1.78E+18,111.8250654,0.088547707,0.116384506,-0.044156551
Classroom,1.78E+18,113.9167332,0.092543602,0.113366604,-0.049975395
Classroom,1.78E+18,116.0085049,0.085186481,0.112989902,-0.051136017
Classroom,1.78E+18,118.1002952,0.082731724,0.129469395,-0.049510717
Classroom,1.78E+18,120.1921467,0.09000206,0.122620583,-0.048567533
Classroom,1.78E+18,122.2841204,0.076267242,0.119882107,-0.045965672
Classroom,1.78E+18,124.3765818,0.076703548,0.1217556,-0.049764395
Classroom,1.78E+18,126.4688303,0.085645199,0.122498512,-0.046000004
Classroom,1.78E+18,128.5609136,0.090787888,0.116056919,-0.041272402
Classroom,1.78E+18,130.6531929,0.085408211,0.126516342,-0.053869486
Classroom,1.78E+18,132.745228,0.09545517,0.106919289,-0.037395477
Classroom,1.78E+18,134.8371108,0.089316368,0.114881516,-0.035360336
Classroom,1.78E+18,136.9291458,0.086391449,0.118680477,-0.058366537
Classroom,1.78E+18,139.0209978,0.09308672,0.11107254,-0.038612366
Classroom,1.78E+18,141.1128806,0.093803883,0.119312286,-0.043645144
Classroom,1.78E+18,143.2050684,0.093081474,0.124470711,-0.044839859
Classroom,1.78E+18,145.2975308,0.089682579,0.115560532,-0.051435232
Classroom,1.78E+18,147.3898101,0.086772442,0.127871513,-0.03711462
Classroom,1.78E+18,149.4817915,0.098533154,0.100287914,-0.035364151
Classroom,1.78E+18,151.5738567,0.08629179,0.121692181,-0.062474966
Classroom,1.78E+18,153.6663188,0.085321426,0.119467735,-0.049946308
Classroom,1.78E+18,155.7589028,0.092594624,0.126161098,-0.049456358
Classroom,1.78E+18,157.8512427,0.089724064,0.127445698,-0.051336288
Classroom,1.78E+18,159.9436436,0.091306686,0.123503208,-0.043722868
Classroom,1.78E+18,162.0359224,0.082500935,0.121869564,-0.042400122
Classroom,1.78E+18,164.1283235,0.088272572,0.121816158,-0.038295507
Classroom,1.78E+18,166.220175,0.102530956,0.114778042,-0.04138875
Classroom,1.78E+18,168.3122708,0.079372406,0.11100769,-0.051833153
Classroom,1.78E+18,170.4046648,0.085226536,0.108957291,-0.045360088
Classroom,1.78E+18,172.497126,0.0908041,0.12419796,-0.045906067
Classroom,1.78E+18,174.589679,0.079280376,0.128201485,-0.047687531
Classroom,1.78E+18,176.6822927,0.091391087,0.12223053,-0.034368753
Classroom,1.78E+18,178.7747234,0.089193821,0.124900818,-0.056690454
Classroom,1.78E+18,180.8673677,0.088197231,0.130606651,-0.042627335
Classroom,1.78E+18,182.9587458,0.087301731,0.128439426,-0.054015875
Classroom,1.78E+18,185.0509023,0.095095158,0.128445148,-0.055176258
Classroom,1.78E+18,187.1431812,0.078320026,0.113879681,-0.053277731
Classroom,1.78E+18,189.235582,0.090291977,0.108923912,-0.050614357
Classroom,1.78E+18,191.3280134,0.087423325,0.117337227,-0.0595541
Classroom,1.78E+18,193.4202615,0.089919567,0.124621391,-0.052876711
Classroom,1.78E+18,195.5124485,0.102051258,0.123184204,-0.042285442
Classroom,1.78E+18,197.6045442,0.080927372,0.122667789,-0.042802572
Classroom,1.78E+18,199.6964871,0.074458122,0.117530346,-0.045523167
Classroom,1.78E+18,201.7887659,0.077764988,0.132069111,-0.047756672
Classroom,1.78E+18,203.8810076,0.088310719,0.120052814,-0.052822113
Classroom,1.78E+18,205.9734387,0.089789867,0.110517979,-0.054439545
Classroom,1.78E+18,208.0658088,0.102621555,0.11050415,-0.050443172
Classroom,1.78E+18,210.1582708,0.107512474,0.110087395,-0.057360411
Classroom,1.78E+18,212.250946,0.080927372,0.122608662,-0.042113304
Classroom,1.78E+18,214.3434688,0.096559525,0.123405933,-0.04620266
Classroom,1.78E+18,216.4358999,0.098924637,0.127153873,-0.05108428
Classroom,1.78E+18,218.5283921,0.093218327,0.105921268,-0.04729414
Classroom,1.78E+18,220.6204573,0.096904278,0.1159091,-0.045719624
Classroom,1.78E+18,222.7130713,0.075316429,0.113726616,-0.049171209
Classroom,1.78E+18,224.8055637,0.085284233,0.124786854,-0.047443867
Classroom,1.78E+18,226.8976423,0.092673302,0.129489422,-0.059278488
Classroom,1.78E+18,228.9899199,0.104644775,0.120025635,-0.066376925
Classroom,1.78E+18,231.0822283,0.088972569,0.119241238,-0.056119442
Classroom,1.78E+18,233.1747808,0.088069916,0.122695446,-0.055363655
Classroom,1.78E+18,235.2668142,0.078294754,0.12736702,-0.06379652
Classroom,1.78E+18,237.358356,0.07304287,0.124283314,-0.056282997
Classroom,1.78E+18,239.4504504,0.078678608,0.115574837,-0.03719902
Classroom,1.78E+18,241.5424229,0.083102226,0.125605583,-0.058691502
Classroom,1.78E+18,243.6343955,0.11246109,0.054897308,0.020861387
Classroom,1.78E+18,245.7263372,0.089340687,0.123748779,-0.068905115
Classroom,1.78E+18,247.8185605,0.084939957,0.119119167,-0.054204464
Classroom,1.78E+18,249.9107478,0.080504417,0.130734921,-0.049680948
Classroom,1.78E+18,252.0030574,0.096762657,0.125511646,-0.053902388
Classroom,1.78E+18,254.0951533,0.085940838,0.116965771,-0.046987772
Classroom,1.78E+18,256.1873713,0.081293106,0.119552612,-0.047786474
Classroom,1.78E+18,258.2797112,0.085721016,0.11006546,-0.040976763
Classroom,1.78E+18,260.3719292,0.087470055,0.118095875,-0.05853343
Classroom,1.78E+18,262.464208,0.070642948,0.127807617,-0.060724735
Classroom,1.78E+18,264.5565481,0.082861423,0.120679855,-0.044917107
Classroom,1.78E+18,266.6486135,0.084517002,0.12345314,-0.054798126
Classroom,1.78E+18,268.7404346,0.0941329,0.128255844,-0.049915791
Classroom,1.78E+18,270.8325129,0.088151932,0.107407093,-0.049539328
Classroom,1.78E+18,272.924395,0.080862045,0.132565975,-0.044471502
Classroom,1.78E+18,275.0163074,0.073049068,0.13360548,-0.07112813
Classroom,1.78E+18,277.1077927,0.099448204,0.118618488,-0.053994894
Classroom,1.78E+18,279.1992778,0.088366508,0.106696606,-0.056561232
Classroom,1.78E+18,281.2911902,0.077608585,0.127293587,-0.056826115
Classroom,1.78E+18,283.3832554,0.080197811,0.11646986,-0.054876566
Classroom,1.78E+18,285.4753203,0.082625866,0.108100414,-0.053720474
Classroom,1.78E+18,287.5671414,0.091056824,0.106891155,-0.048019171
Classroom,1.78E+18,289.6593894,0.08026886,0.144134045,-0.063029528
Classroom,1.78E+18,291.7513547,0.086205006,0.119584084,-0.052861929
Classroom,1.78E+18,293.8436948,0.080378532,0.14440155,-0.080154419
Classroom,1.78E+18,295.9359434,0.083106041,0.127619743,-0.063821077
Classroom,1.78E+18,298.0282834,0.084561825,0.128822803,-0.063192844
