Activity,time,seconds_elapsed,level,frequency,capabilities,BSSID,SSID
Classroom,1.78E+18,120.011,-73,5660,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:14:d1,tusecurewireless
Classroom,1.78E+18,120.011,-73,5660,[RSN-OWE_TRANSITION-CCMP-128][ESS],1c:28:af:2e:14:d2,tuguestwireless
Classroom,1.78E+18,120.011,-79,2462,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],1c:28:af:2e:56:03,(hidden SSID)
Classroom,1.78E+18,120.011,-77,2462,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:56:01,tusecurewireless
Classroom,1.78E+18,120.011,-73,2462,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:56:00,eduroam
Classroom,1.78E+18,120.011,-73,2437,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:3d:a4,tuiot
Classroom,1.78E+18,120.011,-87,5260,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],9c:8c:d8:7f:10:54,tuiot
Classroom,1.78E+18,120.011,-87,5260,[RSN-OWE_TRANSITION-CCMP-128][ESS],9c:8c:d8:7f:10:52,tuguestwireless
Classroom,1.78E+18,120.011,-86,2437,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],1c:28:af:2e:3d:a3,(hidden SSID)
Classroom,1.78E+18,120.011,-87,5260,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],9c:8c:d8:7f:10:53,(hidden SSID)
Classroom,1.78E+18,120.011,-87,5260,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7f:10:50,eduroam
Classroom,1.78E+18,120.011,-71,2437,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:3d:a1,tusecurewireless
Classroom,1.78E+18,120.011,-81,5260,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7f:10:51,tusecurewireless
Classroom,1.78E+18,120.011,-66,5660,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:31:b4,tuiot
Classroom,1.78E+18,120.011,-70,5700,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:56:14,tuiot
Classroom,1.78E+18,120.011,-71,5700,[RSN-OWE_TRANSITION-CCMP-128][ESS],1c:28:af:2e:56:12,tuguestwireless
Classroom,1.78E+18,120.011,-71,5700,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],1c:28:af:2e:56:13,(hidden SSID)
Classroom,1.78E+18,120.011,-71,5700,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:56:10,eduroam
Classroom,1.78E+18,120.011,-70,5700,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:56:11,tusecurewireless
Classroom,1.78E+18,120.011,-81,5785,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:b6:70,eduroam
Classroom,1.78E+18,120.011,-81,5785,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:b6:71,tusecurewireless
Classroom,1.78E+18,120.011,-59,5540,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:3d:b4,tuiot
Classroom,1.78E+18,120.011,-81,5785,[RSN-OWE_TRANSITION-CCMP-128][ESS],1c:28:af:2e:b6:72,tuguestwireless
Classroom,1.78E+18,120.011,-60,5540,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:3d:b1,tusecurewireless
Classroom,1.78E+18,120.011,-61,5260,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:1b:71,tusecurewireless
Classroom,1.78E+18,120.011,-81,5785,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],1c:28:af:2e:b6:73,(hidden SSID)
Classroom,1.78E+18,120.011,-60,5540,[RSN-OWE_TRANSITION-CCMP-128][ESS],1c:28:af:2e:3d:b2,tuguestwireless
Classroom,1.78E+18,120.011,-61,5260,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:1b:70,eduroam
Classroom,1.78E+18,120.011,-81,5785,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:b6:74,tuiot
Classroom,1.78E+18,120.011,-60,5540,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:3d:b0,eduroam
Classroom,1.78E+18,120.011,-61,5260,[RSN-OWE_TRANSITION-CCMP-128][ESS],1c:28:af:2e:1b:72,tuguestwireless
Classroom,1.78E+18,120.011,-61,5260,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:1b:74,tuiot
Classroom,1.78E+18,120.011,-65,5660,[RSN-OWE_TRANSITION-CCMP-128][ESS],1c:28:af:2e:31:b2,tuguestwireless
Classroom,1.78E+18,120.011,-66,5660,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:31:b1,tusecurewireless
Classroom,1.78E+18,120.011,-66,5660,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:31:b0,eduroam
Classroom,1.78E+18,120.011,-73,5200,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:84:54,tuiot
Classroom,1.78E+18,120.011,-69,5580,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:34:74,tuiot
Classroom,1.78E+18,120.011,-69,5200,[RSN-OWE_TRANSITION-CCMP-128][ESS],1c:28:af:2e:84:52,tuguestwireless
Classroom,1.78E+18,120.011,-69,5200,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:84:51,tusecurewireless
Classroom,1.78E+18,120.011,-69,5200,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:84:50,eduroam
Classroom,1.78E+18,120.011,-76,2462,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:31:a4,tuiot
Classroom,1.78E+18,120.011,-75,2462,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],1c:28:af:2e:31:a3,(hidden SSID)
Classroom,1.78E+18,120.011,-68,5580,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:34:71,tusecurewireless
Classroom,1.78E+18,120.011,-68,5580,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:34:70,eduroam
Classroom,1.78E+18,120.011,-69,5580,[RSN-OWE_TRANSITION-CCMP-128][ESS],1c:28:af:2e:34:72,tuguestwireless
Classroom,1.78E+18,120.011,-71,2462,[RSN-OWE_TRANSITION-CCMP-128][ESS],1c:28:af:2e:1b:62,tuguestwireless
Classroom,1.78E+18,120.011,-75,2462,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:1b:61,tusecurewireless
Classroom,1.78E+18,120.011,-73,2462,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:1b:64,tuiot
Classroom,1.78E+18,120.011,-76,2462,[RSN-OWE_TRANSITION-CCMP-128][ESS],1c:28:af:2e:31:a2,tuguestwireless
Classroom,1.78E+18,120.011,-78,2462,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:31:a1,tusecurewireless
Classroom,1.78E+18,120.011,-74,2462,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:34:64,tuiot
Classroom,1.78E+18,120.011,-87,5620,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:33:90,eduroam
Classroom,1.78E+18,120.011,-87,5620,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:33:91,tusecurewireless
Classroom,1.78E+18,120.011,-87,5620,[RSN-OWE_TRANSITION-CCMP-128][ESS],1c:28:af:2e:33:92,tuguestwireless
Classroom,1.78E+18,120.011,-87,5620,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],1c:28:af:2e:33:93,(hidden SSID)
Classroom,1.78E+18,120.011,-81,5620,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:33:94,tuiot
Classroom,1.78E+18,120.011,-43,5825,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],9c:8c:d8:7f:01:a4,tuiot
Classroom,1.78E+18,120.011,-43,5825,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7f:01:a1,tusecurewireless
Classroom,1.78E+18,120.011,-43,5825,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7f:01:a0,eduroam
Classroom,1.78E+18,120.011,-87,5320,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:73:d1,tusecurewireless
Classroom,1.78E+18,120.011,-66,5805,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:2f:90,eduroam
Classroom,1.78E+18,120.011,-87,5320,[RSN-OWE_TRANSITION-CCMP-128][ESS],1c:28:af:2e:73:d2,tuguestwireless
Classroom,1.78E+18,120.011,-43,5825,[RSN-OWE_TRANSITION-CCMP-128][ESS],9c:8c:d8:7f:01:a2,tuguestwireless
Classroom,1.78E+18,120.011,-66,5805,[RSN-OWE_TRANSITION-CCMP-128][ESS],1c:28:af:2e:2f:92,tuguestwireless
Classroom,1.78E+18,120.011,-65,5805,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:2f:91,tusecurewireless
Classroom,1.78E+18,120.011,-66,5805,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:2f:94,tuiot
Classroom,1.78E+18,120.011,-66,5805,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],1c:28:af:2e:2f:93,(hidden SSID)
Classroom,1.78E+18,120.011,-57,5680,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],9c:8c:d8:7e:f6:33,(hidden SSID)
Classroom,1.78E+18,120.011,-56,5680,[RSN-OWE_TRANSITION-CCMP-128][ESS],9c:8c:d8:7e:f6:32,tuguestwireless
Classroom,1.78E+18,120.011,-56,5680,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],9c:8c:d8:7e:f6:34,tuiot
Classroom,1.78E+18,120.011,-80,2412,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:5f:61,tusecurewireless
Classroom,1.78E+18,120.011,-56,5680,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:f6:31,tusecurewireless
Classroom,1.78E+18,120.011,-53,5680,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:f6:30,eduroam
Classroom,1.78E+18,120.011,-77,5500,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],9c:8c:d8:7e:de:03,(hidden SSID)
Classroom,1.78E+18,120.011,-87,5200,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:4f:14,tuiot
Classroom,1.78E+18,120.011,-77,5500,[RSN-OWE_TRANSITION-CCMP-128][ESS],9c:8c:d8:7e:de:02,tuguestwireless
Classroom,1.78E+18,120.011,-77,5500,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:de:01,tusecurewireless
Classroom,1.78E+18,120.011,-77,5500,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:de:00,eduroam
Classroom,1.78E+18,120.011,-87,5200,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:4f:10,eduroam
Classroom,1.78E+18,120.011,-45,5220,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7f:01:b0,eduroam
Classroom,1.78E+18,120.011,-45,5220,[RSN-OWE_TRANSITION-CCMP-128][ESS],9c:8c:d8:7f:01:b2,tuguestwireless
Classroom,1.78E+18,120.011,-45,5220,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7f:01:b1,tusecurewireless
Classroom,1.78E+18,120.011,-44,5220,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],9c:8c:d8:7f:01:b4,tuiot
Classroom,1.78E+18,120.011,-77,5500,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],9c:8c:d8:7e:de:04,tuiot
Classroom,1.78E+18,120.011,-87,5220,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],9c:8c:d8:7e:f1:c4,tuiot
Classroom,1.78E+18,120.011,-87,5220,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],9c:8c:d8:7e:f1:c3,(hidden SSID)
Classroom,1.78E+18,120.011,-87,5220,[RSN-OWE_TRANSITION-CCMP-128][ESS],9c:8c:d8:7e:f1:c2,tuguestwireless
Classroom,1.78E+18,120.011,-87,5220,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:f1:c1,tusecurewireless
Classroom,1.78E+18,120.011,-67,2462,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7f:01:c0,eduroam
Classroom,1.78E+18,120.011,-69,2462,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],9c:8c:d8:7f:01:c3,(hidden SSID)
Classroom,1.78E+18,120.011,-87,5220,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:f1:c0,eduroam
Classroom,1.78E+18,120.011,-65,2462,[RSN-OWE_TRANSITION-CCMP-128][ESS],9c:8c:d8:7f:01:c2,tuguestwireless
Classroom,1.78E+18,120.011,-68,2462,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],9c:8c:d8:7f:01:c4,tuiot
Classroom,1.78E+18,120.011,-62,5600,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],9c:8c:d8:7e:e5:e4,tuiot
Classroom,1.78E+18,120.011,-61,5600,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],9c:8c:d8:7e:e5:e3,(hidden SSID)
Classroom,1.78E+18,120.011,-62,5600,[RSN-OWE_TRANSITION-CCMP-128][ESS],9c:8c:d8:7e:e5:e2,tuguestwireless
Classroom,1.78E+18,120.011,-75,5280,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],9c:8c:d8:7e:ae:44,tuiot
Classroom,1.78E+18,120.011,-61,5600,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:e5:e1,tusecurewireless
Classroom,1.78E+18,120.011,-62,5600,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:e5:e0,eduroam
Classroom,1.78E+18,120.011,-75,5280,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:ae:40,eduroam
Classroom,1.78E+18,120.011,-75,5280,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:ae:41,tusecurewireless
Classroom,1.78E+18,120.011,-75,5280,[RSN-OWE_TRANSITION-CCMP-128][ESS],9c:8c:d8:7e:ae:42,tuguestwireless
Classroom,1.78E+18,120.011,-72,2412,[RSN-OWE_TRANSITION-CCMP-128][ESS],9c:8c:d8:7e:e6:02,tuguestwireless
Classroom,1.78E+18,120.011,-70,2412,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:e6:01,tusecurewireless
Classroom,1.78E+18,120.011,-72,2412,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:e6:00,eduroam
Classroom,1.78E+18,120.011,-67,5520,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:5f:74,tuiot
Classroom,1.78E+18,120.011,-62,5640,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],9c:8c:d8:7e:cb:74,tuiot
Classroom,1.78E+18,120.011,-62,5640,[RSN-OWE_TRANSITION-CCMP-128][ESS],9c:8c:d8:7e:cb:72,tuguestwireless
Classroom,1.78E+18,120.011,-62,5640,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:cb:71,tusecurewireless
Classroom,1.78E+18,120.011,-61,5280,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],9c:8c:d8:7e:f6:44,tuiot
Classroom,1.78E+18,120.011,-61,5280,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],9c:8c:d8:7e:f6:43,(hidden SSID)
Classroom,1.78E+18,120.011,-55,5300,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],9c:8c:d8:7e:e5:f4,tuiot
Classroom,1.78E+18,120.011,-61,5280,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:f6:40,eduroam
Classroom,1.78E+18,120.011,-75,5680,[RSN-OWE_TRANSITION-CCMP-128][ESS],9c:8c:d8:7e:ae:32,tuguestwireless
Classroom,1.78E+18,120.011,-66,5520,[RSN-OWE_TRANSITION-CCMP-128][ESS],1c:28:af:2e:5f:72,tuguestwireless
Classroom,1.78E+18,120.011,-55,5300,[RSN-OWE_TRANSITION-CCMP-128][ESS],9c:8c:d8:7e:e5:f2,tuguestwireless
Classroom,1.78E+18,120.011,-61,5280,[RSN-OWE_TRANSITION-CCMP-128][ESS],9c:8c:d8:7e:f6:42,tuguestwireless
Classroom,1.78E+18,120.011,-67,5520,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:5f:71,tusecurewireless
Classroom,1.78E+18,120.011,-75,5680,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],9c:8c:d8:7e:ae:34,tuiot
Classroom,1.78E+18,120.011,-53,5300,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:e5:f1,tusecurewireless
Classroom,1.78E+18,120.011,-61,5280,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:f6:41,tusecurewireless
Classroom,1.78E+18,120.011,-67,5520,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:5f:70,eduroam
Classroom,1.78E+18,120.011,-52,5300,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:e5:f0,eduroam
Classroom,1.78E+18,120.011,-77,5300,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],9c:8c:d8:7e:de:14,tuiot
Classroom,1.78E+18,120.011,-77,5300,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],9c:8c:d8:7e:de:13,(hidden SSID)
Classroom,1.78E+18,120.011,-73,5680,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:ae:30,eduroam
Classroom,1.78E+18,120.011,-77,5300,[RSN-OWE_TRANSITION-CCMP-128][ESS],9c:8c:d8:7e:de:12,tuguestwireless
Classroom,1.78E+18,120.011,-75,5680,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:ae:31,tusecurewireless
Classroom,1.78E+18,120.011,-77,5300,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:de:11,tusecurewireless
Classroom,1.78E+18,120.011,-77,5300,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:de:10,eduroam
Classroom,1.78E+18,120.011,-63,5640,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:cb:70,eduroam
Classroom,1.78E+18,120.011,-75,5560,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:80:34,tuiot
Classroom,1.78E+18,120.011,-75,5560,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],1c:28:af:2e:80:33,(hidden SSID)
Classroom,1.78E+18,120.011,-75,5560,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:80:30,eduroam
Classroom,1.78E+18,120.011,-75,5560,[RSN-OWE_TRANSITION-CCMP-128][ESS],1c:28:af:2e:80:32,tuguestwireless
Classroom,1.78E+18,120.011,-75,5560,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:80:31,tusecurewireless
Classroom,1.78E+18,120.011,-64,5320,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],9c:8c:d8:7e:cb:84,tuiot
Classroom,1.78E+18,120.011,-66,5320,[RSN-OWE_TRANSITION-CCMP-128][ESS],9c:8c:d8:7e:cb:82,tuguestwireless
Classroom,1.78E+18,120.011,-81,5765,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:5d:b0,eduroam
Classroom,1.78E+18,120.011,-81,5765,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:5d:b4,tuiot
Classroom,1.78E+18,120.011,-81,5765,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],1c:28:af:2e:5d:b3,(hidden SSID)
Classroom,1.78E+18,120.011,-87,5620,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],1c:28:af:2e:34:b3,(hidden SSID)
Classroom,1.78E+18,120.011,-81,5765,[RSN-OWE_TRANSITION-CCMP-128][ESS],1c:28:af:2e:5d:b2,tuguestwireless
Classroom,1.78E+18,120.011,-77,5765,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:5d:b1,tusecurewireless
Classroom,1.78E+18,120.011,-64,5320,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:cb:81,tusecurewireless
